160431-165547   100290  1300076913-1306150588
165548-167042   100980  1307338373-1308222928
167043-172400   103249  1311237268-1312285837
172401-173663   100327  1312839340-1313928760
173664-176840   105536  1315939115-1316543113
176841-177775   112584  1317034558-1317626542
177776-178723   105230  1318217325-1318686045
178724-180252   81798   1319322423-1319990874
