276583-276585	101896	1468182867-1468192000
276586-276586	240810	1468192232-1468210220
276587-276652	270448	1468210422-1468233850
276653-276654	202936	1468282357-1468293513
276655-276658	387638	1468293986-1468319749
276659-276775	557095	1468319952-1468385866
276776-276793	573624	1468386148-1468428638
276794-276806	225215	1468429518-1468450147
276807-276809	454919	1468466675-1468490918
276810-276810	108523	1468491343-1468498013
276811-276830	779104	1468498533-1468558279
276831-276833	974546	1468568895-1468630373
276834-276869	189004	1468633329-1468649865
276870-276934	1257889	1468666960-1468746340
276935-276939	389102	1468798833-1468818095
276940-276947	130212	1468829638-1468839893
276948-276949	196572	1468840185-1468851208
276950-277068	780658	1468851404-1468906254
277069-277069	167806	1468950748-1468957956
277070-277070	465776	1468958049-1468982733
277071-277072	225175	1468982916-1468998161
277073-277086	341226	1468998592-1469025530
277087-277093	232210	1469036960-1469059991
277094-277095	289248	1469073835-1469087430
277096-277111	743773	1469087773-1469136345
277112-277147	453448	1469136573-1469172995
277148-277165	282005	1469183507-1469197849
277166-277167	156981	1469211064-1469219286
277168-277179	744925	1469219705-1469271512
277180-277304	877002	1469281107-1469343949
277305-277419	329303	1469409827-1469425714
277420-277980	129930	1469475906-1469481984
277981-278017	368099	1470052448-1470105960
278018-278166	482983	1470106320-1470133850
278167-278174	790154	1470249555-1470300153
278175-278238	103526	1470300296-1470317516
278239-278239	312972	1470353008-1470368478
278240-278272	479798	1470368813-1470399327
278273-278309	862428	1470418677-1470529511
278310-278314	222791	1470530855-1470547382
278315-278344	331204	1470567431-1470583611
278345-278345	359801	1470615232-1470632631
278346-278365	284225	1470632893-1470651891
278366-278405	149267	1470652606-1470663165
278406-278508	706141	1470676582-1470713800
278509-278768	649995	1470767381-1470801550
278769-278800	426202	1471070360-1471089118
278801-278803	205951	1471099440-1471108575
278804-278807	141999	1471108805-1471115696
278808-279652	697376	1471116317-1471158114
279653-279653	113117	1472220350-1472224648
279654-279655	626158	1472224916-1472255181
279656-279666	262011	1472255378-1472278339
279667-279680	528273	1472288933-1472311420
279681-279690	186804	1472335039-1472344102
279691-279714	1045525	1472355690-1472409087
279715-279715	321983	1472421712-1472436169
279716-279759	655238	1472437026-1472475558
279760-279765	383863	1472502114-1472517491
279766-279766	682143	1472519315-1472558635
279767-279793	234243	1472558882-1472576971
279794-279822	556474	1472600486-1472624331
279823-279840	201071	1472637645-1472645447
279841-279843	946508	1472657029-1472704737
279844-279886	137740	1472714489-1472719673
279887-279930	173801	1472772090-1472779487
279931-279965	1171263	1472816280-1472884769
279966-279974	220926	1472894464-1472902885
279975-279992	566029	1472913939-1472938430
279993-280187	104852	1472948639-1473108347
280188-280190	148680	1473108623-1473114314
280191-280193	433347	1473115216-1473136189
280194-280248	441428	1473140179-1473191213
280249-280250	581908	1473191526-1473224907
280251-280326	116974	1473225297-1473233968
280327-280348	500513	1473323016-1473344382
280349-280362	272307	1473344841-1473359363
280363-280363	131000	1473360442-1473368808
280364-280382	409922	1473368996-1473400769
280383-280385	948704	1473410494-1473459429
