# RUN2012A
190456-193621   -1      1333632936-1336460266
# RUN2012B
193834-196531   -1      1336636536-1340017197
# RUN2012C
198111-203742   -1      1341250120-1347854472
# RUN2012D
203756-208686   -1      1348812152-1354753876
